time_ms,channel,freq_mhz,samples,detected,occupancy_pct,alert,mode
333092,3,2403.0,50,1,2,0,FULL
333314,10,2410.0,50,1,2,0,FULL
333723,23,2423.0,50,1,2,0,FULL
333850,27,2427.0,50,1,2,0,FULL
333977,31,2431.0,50,1,2,0,FULL
334073,34,2434.0,50,1,2,0,FULL
335521,80,2480.0,50,1,2,0,FULL
338031,2,2402.0,50,1,2,0,FULL
338756,25,2425.0,50,1,2,0,FULL
340424,78,2478.0,50,1,2,0,FULL
342935,0,2400.0,50,1,2,0,FULL
343030,3,2403.0,50,1,2,0,FULL
343660,23,2423.0,50,1,2,0,FULL
343787,27,2427.0,50,1,2,0,FULL
345109,69,2469.0,50,2,4,0,FULL
345142,70,2470.0,50,2,4,0,FULL
345175,71,2471.0,50,3,6,0,FULL
345333,76,2476.0,50,1,2,0,FULL
345460,80,2480.0,50,1,2,0,FULL
345555,83,2483.0,50,1,2,0,FULL
348066,5,2405.0,50,1,2,0,FULL
348602,22,2422.0,50,1,2,0,FULL
350270,75,2475.0,50,1,2,0,FULL
350491,82,2482.0,50,1,2,0,FULL
352908,1,2401.0,50,1,2,0,FULL
353003,4,2404.0,50,1,2,0,FULL
355268,76,2476.0,50,1,2,0,FULL
355490,83,2483.0,50,1,2,0,FULL
357906,2,2402.0,50,1,2,0,FULL
358725,28,2428.0,50,1,2,0,FULL
360299,78,2478.0,50,1,2,0,FULL
362935,4,2404.0,50,1,2,0,FULL
363660,27,2427.0,50,1,2,0,FULL
365233,77,2477.0,50,1,2,0,FULL
365329,80,2480.0,50,1,2,0,FULL
367776,0,2400.0,50,1,2,0,FULL
367872,3,2403.0,50,1,2,0,FULL
368502,23,2423.0,50,1,2,0,FULL
368598,26,2426.0,50,1,2,0,FULL
368693,29,2429.0,50,1,2,0,FULL
370172,76,2476.0,50,1,2,0,FULL
370268,79,2479.0,50,1,2,0,FULL
370395,83,2483.0,50,1,2,0,FULL
372780,1,2401.0,50,1,2,0,FULL
375202,78,2478.0,50,1,2,0,FULL
377839,4,2404.0,50,1,2,0,FULL
378563,27,2427.0,50,1,2,0,FULL
380357,84,2484.0,50,1,2,0,FULL
382774,3,2403.0,50,1,2,0,FULL
383404,23,2423.0,50,1,2,0,FULL
383531,27,2427.0,50,1,2,0,FULL
387833,6,2406.0,50,1,2,0,FULL
388558,29,2429.0,50,1,2,0,FULL
390132,79,2479.0,50,1,2,0,FULL
390227,82,2482.0,50,1,2,0,FULL
392675,2,2402.0,50,1,2,0,FULL
393400,25,2425.0,50,1,2,0,FULL
393495,28,2428.0,50,1,2,0,FULL
395163,81,2481.0,50,1,2,0,FULL
397706,4,2404.0,50,1,2,0,FULL
398430,27,2427.0,50,1,2,0,FULL
400098,80,2480.0,50,1,2,0,FULL
400193,83,2483.0,50,1,2,0,FULL
402736,6,2406.0,50,1,2,0,FULL
403239,22,2422.0,50,1,2,0,FULL
403272,23,2423.0,50,2,4,0,FULL
403305,24,2424.0,50,2,4,0,FULL
404155,51,2451.0,50,1,2,0,FULL
404219,53,2453.0,50,3,6,0,FULL
404346,57,2457.0,50,3,6,0,FULL
404411,59,2459.0,50,2,4,0,FULL
404474,61,2461.0,50,1,2,0,FULL
404601,65,2465.0,50,1,2,0,FULL
404666,67,2467.0,50,3,6,0,FULL
404729,69,2469.0,50,1,2,0,FULL
404826,72,2472.0,50,3,6,0,FULL
404889,74,2474.0,50,3,6,0,FULL
404922,75,2475.0,50,3,6,0,FULL
405018,78,2478.0,50,1,2,0,FULL
405113,81,2481.0,50,1,2,0,FULL
405146,82,2482.0,50,1,2,0,FULL
407625,3,2403.0,50,1,2,0,FULL
407972,14,2414.0,50,1,2,0,FULL
408037,16,2416.0,50,1,2,0,FULL
408258,23,2423.0,50,1,2,0,FULL
408353,26,2426.0,50,1,2,0,FULL
408449,29,2429.0,50,1,2,0,FULL
409174,52,2452.0,50,2,4,0,FULL
409395,59,2459.0,50,1,2,0,FULL
413195,22,2422.0,50,1,2,0,FULL
413416,29,2429.0,50,1,2,0,FULL
414896,76,2476.0,50,1,2,0,FULL
414991,79,2479.0,50,1,2,0,FULL
417596,4,2404.0,50,1,2,0,FULL
418226,24,2424.0,50,1,2,0,FULL
418322,27,2427.0,50,1,2,0,FULL
420021,81,2481.0,50,1,2,0,FULL
422437,0,2400.0,50,1,2,0,FULL
422533,3,2403.0,50,1,2,0,FULL
422628,6,2406.0,50,1,2,0,FULL
423164,23,2423.0,50,1,2,0,FULL
424927,79,2479.0,50,1,2,0,FULL
425054,83,2483.0,50,1,2,0,FULL
428256,27,2427.0,50,1,2,0,FULL
429956,81,2481.0,50,1,2,0,FULL
432466,3,2403.0,50,1,2,0,FULL
433096,23,2423.0,50,1,2,0,FULL
433223,27,2427.0,50,1,2,0,FULL
434325,62,2462.0,50,3,6,0,FULL
434390,64,2464.0,50,2,4,0,FULL
434421,65,2465.0,50,1,2,0,FULL
434486,67,2467.0,50,1,2,0,FULL
434613,71,2471.0,50,1,2,0,FULL
