time_ms,channel,freq_mhz,samples,detected,occupancy_pct,alert,mode
74492,12,2412.0,50,1,2,0,WIFI
74525,17,2417.0,50,0,0,0,WIFI
74558,22,2422.0,50,0,0,0,WIFI
74591,27,2427.0,50,0,0,0,WIFI
74622,32,2432.0,50,0,0,0,WIFI
74655,37,2437.0,50,4,8,0,WIFI
74688,42,2442.0,50,0,0,0,WIFI
74721,47,2447.0,50,0,0,0,WIFI
74754,52,2452.0,50,1,2,0,WIFI
74786,57,2457.0,50,0,0,0,WIFI
74819,62,2462.0,50,0,0,0,WIFI
74851,67,2467.0,50,0,0,0,WIFI
74884,72,2472.0,50,0,0,0,WIFI
75917,12,2412.0,50,1,2,0,WIFI
75950,17,2417.0,50,1,2,0,WIFI
75981,22,2422.0,50,0,0,0,WIFI
76014,27,2427.0,50,1,2,0,WIFI
76047,32,2432.0,50,0,0,0,WIFI
76080,37,2437.0,50,1,2,0,WIFI
76112,42,2442.0,50,0,0,0,WIFI
76145,47,2447.0,50,0,0,0,WIFI
76177,52,2452.0,50,0,0,0,WIFI
76210,57,2457.0,50,0,0,0,WIFI
76242,62,2462.0,50,0,0,0,WIFI
76275,67,2467.0,50,0,0,0,WIFI
76308,72,2472.0,50,0,0,0,WIFI
77340,12,2412.0,50,1,2,0,WIFI
77373,17,2417.0,50,2,4,0,WIFI
77406,22,2422.0,50,0,0,0,WIFI
77438,27,2427.0,50,1,2,0,WIFI
